STRS_gilde_gesetze_public,Le gouverneur a changer la loi: #%1 . La nouvelle loi est: %2,
STRS_stunned_enabled,Vous avez ete assomer. Toute action pendant quelques secondes.,
STRS_stunned_disabled,vous avez recuperer.,
STRS_stunned_iamtheone,J'ai assomer %1! ,
STRS_stunned_incap,Vous etes dans le coma,
STRS_alreadygotshop,Vous possedez deja ce batiment.,
STRS_gotshop,"%1, Vous avez acheter ce batiment pour $%2.",
STRS_sellshop,"%1, Vous avez vendu ce batiment pour $%2.",
STRS_cop_inprison,Vous etes enprison car vous avez tuer trop de policier dans une zone reglementer,
STRS_cop_freeprison,Vous etes a nouveau libre .,
STRM_mission_marker_fac_weapon,Usine d'arme,
STRM_mission_marker_fac_vehicle,usine de voitures,
STRM_mission_marker_fac_item,Usine general,
STRM_mission_marker_fac_res,Usine de ressource,
STRM_mission_marker_mine_erz,Mine de fer,
STRM_mission_marker_mine_oel,Puits de petrole,
STRM_mission_marker_mine_kupfer,Mine de cuivre,
STRM_mission_marker_mine_holz,Bois,
STRM_mission_marker_mine_sand,Sable,
STRM_mission_marker_mine_silizium,Mien de silicium,
STRM_mission_marker_mine_schwefel,Mine de Sulphure,
STRM_mission_marker_mine_kohle,Mine de charbon,
STRS_functions_crimelog_msg1,La banque ses fais braquer et a perdu $%1.,
STRS_functions_crimelog_msg2,a voler un autre civil.,
STRS_functions_crimelog_msg3,a tuer un autre Civil.,
STRS_functions_crimelog_msg4,a tuer un autre Policier.,
STRS_functions_crimelog_msg5,a ete envoyer en prison.,
STRS_functions_crimelog_msg6,a ete liberer de prison,
STRS_functions_crimelog_msg7,ses echaperde prison,
STRS_functions_crimelog_msg8,est mort.,
STRS_functions_crimelog_msg9,a payer l'ammende de %1.,
STRS_functions_crimelog_msg10,a utiliser une bombe.,
STRS_functions_crimelog_msg11,a un esclave.,
STRS_functions_crimelog_msg13,a ete vu entrain de voler %1,
STRS_functions_crimelog_msg14,a ete vu entrain de tenter de voler,
STRS_functions_crimelog_msg15,est un assassins,
STRS_functions_crimelog_msg16,a ete vu entrain de cambrioler,
STRS_functions_crimelog_msg17,a ete vue entrain de cambrioler une maison,
STRS_addaction_wahlen,Elire un gouverneur,
STRS_addaction_chief,Elire un chef de Police,
STRS_chief_votedfor,Vous avez voter pour %1 afin qu'il deviennele chef de police. Le resultat sera affiche a la fin de l'actuel gouvernement.,
STRS_chief_nomajor,Actuellement aucun chef de police a ete elu.,
STRS_chief_majorstays,L'actuel chef de la police a ete elu de nouveau.,
STRS_chief_new,%1 est le nouveau chef de police! Il a ete elu avec %2 votes.,
STRD_description_wahl_header,Election,
STRD_description_wahl_submit,Elire,
STRS_mayor_new,%1 est le nouveau gouverneur! Il a ete elu avec %2 votes.,
STRS_regierung_votedfor,Vous avez voter pour %1. Le resultat sera affiche a la fin de l'actuel gouvernement.,
STRS_regierung_nomajor,Actuellement aucun Gouverneur a ete elu Va voter !,
STRS_regierung_majorstays,L'actuel gouverneur a ete elu de nouveau.,
STRD_description_steuer_header,Changer Taxes,
STRD_description_steuer_submit,Changer taxes!,
STRS_dialogandere_steuerdialog_itemsteuer,Item taxe: %1 Pourcent,
STRS_dialogandere_steuerdialog_fahrzeugsteuer,Vehicule taxe: %1 Pourcent,
STRS_dialogandere_steuerdialog_magazinsteuer,Taxe Munition : %1 Pourcent,
STRS_dialogandere_steuerdialog_waffesteuer,Taxe des Armes: %1 Pourcent,
STRS_dialogandere_steuerdialog_banksteuer,Taxe des transaction banquaire: %1 Pourcent,
STRS_addaction_steuern,Changer taxes,
STRS_player_not_ingame,Error: Le joueurs n'est pas en jeu.,
STRS_maxmoney,Vous ne pouvez pas avoir plus de. $999999 dans votre porte monnaie. L'argent est supprimer lol.,
STRS_maxbank,Vous ne pouvez pas avoir plus de. $31000000 en banque. L'argent est supprimer lol.,
STRS_not_copaction,Vous ne faite pas partis de la polive vous ne pouvez pas faire cette action.,
STRS_kein_geld,Pas assez d'argent.,
STRS_check_inventargeld,Vous avez $%1.,
STRS_not_ingame,Le joueurs selectionner n'est plus en jeu.,
STRS_wrong_input,ERREUR vous n'etes pas autoriser a utiliser ce personnage (%1).,
STRS_text_zu_lang,Le texte entrer est trop long.,
STRS_no_selection,Rien de selectionner.,
STRS_empty_string,,
STRS_ja,Oui,
STRS_nein,Non,
STRS_keine,Aucun,
STRS_keins,Rien,
STRS_were,etaient,
STRS_nowere,n'etaient pas,
STRS_no_valid_number,La valeur n'est pas un nombre valide.,
STRD_grafikeinstellungen_header,Option,
STRD_grafikeinstellungen_header_terrain,Detail du terrain,
STRD_grafikeinstellungen_header_viewdistance,Distance de vue,
STRD_grafikeinstellungen_close,Fermer,
STRS_inv_kein_geld,Pas asser d'argent.,
STRS_inv_no_valid_number,La valeur n'est pas un nombre valide.,
STRS_inv_fac_buy,Acheter cette usine pour ($%1),
STRS_inv_fac_mani,Fabrication d'un element,
STRS_inv_fac_storage,Stockage,
STRS_inv_fac_success,Item fabriquer !,
STRS_inv_no_selection,Vous n'avez rien selectionner.,
STRS_inv_fac_cannot_mani_item,Vous ne pouvez pas produire cet item.,
STRS_inv_fac_not_enough,Vous n'avez pas suffisamment d'items dans le stockage de cette usine.,
STRS_inv_facdialog_menge,%1 (%2x - %3 disponible),
STRS_inv_description_factory_manifacture,Production (%1x),
STRS_inv_fac_dia_herstellen,P R O D U C T I O N - I T E M S,
STRS_inv_fac_dia_lager,Fonds necessaires - Stockage,
STRS_inv_actions_itemgather,Ramasser l'article,
STRS_inv_actions_buy,Acheter %1 pour ($%2),
STRS_inv_buylicense_alreadytrue,Vous avez deja la license.,
STRS_inv_buylicense_nomoney,Vous n'avez pas asser d'argent pour acheter cette license.,
STRS_inv_buylicense_gottraining,Vous avez acheter %2 pour $%1.,
STRS_inv_buylicense_alreadyfalse,Vous n'avez pas cette license.,
STRS_inv_buylicense_losttraining,Vous avez perdu votre %1.,
STRS_inv_buyitems_get_zuschwer,Votre poids a atteint la capacite maximale. Vous n'etes pas en mesure de porter d'autres objets.,
STRS_inv_buyitems_get_erhalten,Vous avez %1 %2.,
STRS_inv_buyitems_notallowed,Vous n'etes pas autoriser a acheter cette items.,
STRS_inv_cannotUseNow,Vous ne pouvez pas utiliser votre inventaire maintenant.,
STRS_inv_inventar_weggeworfen,Vous avez laisser tomber un objet.,
STRS_inv_inventar_drop_zuwenig,Vous n'avez pas que de nombreux objets a abandonner.,
STRS_inv_inventar_ablege_verbot,Vous n'etes pas autoriser a lacher cet objet.,
STRS_inv_inventar_cannotuse,Vous ne pouvez pas utiliser cet objet.,
STRS_inv_inventar_gotfromotherplayer,Vous avez %1 %2 a partir de %3.,
STRS_inv_inventar_cannotdrop,Vous ne pouvez pas supprimer un objet a l'heure actuelle
STRS_inv_inventardialog_empty,Votre inventaire est vide.,
STRS_inv_inventardialog_amount,Montant: %1,
STRS_inv_storage_took,Vous avez pris %1 de l'objet.,
STRS_inv_storage_toomuch,il n'y a pas que de nombreux articles dans le stockage.,
STRS_inv_storage_dropnotallowed,Il ne faut pas laisser tomber cet objet dans une usine.,
STRS_inv_storage_dropunablesomuch,Vous n'etes pas en mesure de deposer beaucoup.,
STRS_inv_storage_dropped,Vous aver jeter %1 de cet objet.,
STRS_inv_storage_cannotdropsomuch,Vous ne pouvez pas supprimer que beaucoup ici.,
STRS_inv_storage_deleted,%1 uniter de cet item.,
STRS_inv_storage_spam,Vous avez deposer des objets attendez quelques secondes,
STRS_inv_alreadygotshop,Vous possedez deja ce batiment
STRS_inv_fabrik_dialogheader1,Pendre Item,
STRS_inv_fabrik_dialogheader2,Magazin d'objet,
STRS_inv_storagedialog_take,Prendre %1 Item(s) (%2kg),
STRS_inv_storagedialog_drop,Lacher %1 Item(s) (%2kg),
STRS_inv_shopdialog_geld,Argent: $%1,
STRS_inv_shopdialog_itemshop,Votre argent courant: $%1,
STRS_inv_buyitems_maxgewicht,Poids maximum atteint. Vous ne pouvez plus transporter des articles.,
STRS_inv_buyitems_keingeld,Vous n'avez pas assez d'argent.,
STRS_inv_buyitems_gekauft,vous acheter %1 %2 pour $%3,
STRS_inv_buyvehicles_store_in_use,Ce magasin est occuper en ce moment. SVP revenez plus tard.,
STRS_inv_buyvehicles_buy_car,Vous avez acheter %1 pour $%2. SVP attendez 5 secondes et le vehicule sera livrer.,
STRS_inv_buyvehicles_destroyed,Ce vehicul est detruit.,
STRS_inv_buyvehicles_noowner,Vous n'etes pas le proprietaire de ce vehicule.,
STRS_inv_buyitems_sell_notenough,Vous n'avez pas assez d'objets a vendre.,
STRS_inv_buyitems_verkauft,Vous avez vendu %1 %2 pour $%3.,
STRS_inv_buyitems_sell_toofar,Le vehicule est trop loin.,
STRS_inv_buyitems_nolicense,Vous avez besoin de %1 pour en acheter.,
STRS_inv_buyitems_nolicensecop,Vous avez besoin %1 pour en acheter.,
STRS_inv_shop_sold,Vous avez vendu %1 %2 pour $%3.,
STRS_inv_shop_vehiclesold,Vous avez vendu ce vehicul pour $%1.,
STRD_inv_description_inventar_header,Inventaire,
STRD_inv_description_factory_manifacture_header,Usine,
STRD_inv_description_close,Fermer,
STRD_inv_description_itemmenu_title,Acheter Objets,
STRD_inv_description_itemmenu_title2,Vendre Objets,
STRD_inv_description_inventar_use,Utiliser,
STRD_inv_description_buyitem_close,Fermer,
STRD_inv_description_inventar_drop,Lacher,
STRD_inv_description_inventar_schluessel_uebergabe,Donner au joueur,
STRD_inv_description_inventar_item,Objet:,
STRD_inv_description_inventar_amount,Montant:,
STRD_inv_description_inventar_addinfo,Informations supplementaires:,
STRD_inv_description_inventar_gewicht,Poids de l'objet Unique/Global:,
STRS_inv_not_ingame,Le joueur selectionner n'est plus en jeu.,
STRS_inv_inventar_uebergabe_self,Vous ne pouvez pas vous donner un objet.,
STRS_inv_inventar_uebergabe_distance,Vous devez etre a moin de 20 metres du joueur selectionner.,
STRS_inv_inventar_uebergabe_verbot,Vous ne devez pas donner d'objet a d'autres joueurs.,
STRS_inv_inventar_uebergabe_zuwenig,Previus ne peux pas traduire cette phrase alors je prefere vous faire un petit message trololol <3.,
STRS_inv_inventar_uebergabe_success_self,Vous avez %1 %2 uniter de %3.,
STRS_inv_inventar_uebergabe_schluessel_success,Vous avez une clé d'un autre joueur. La clé est maintenant sur votre porte-clefs.,
STRS_inv_inventar_uebergabe_schluessel_success_self,Vous avez donner la clé du vehicule pour le joueur selectionner (elle a ete retirer de votre trousseau.,
STRS_item_geld,Argent,
STRS_item_geld_info,"Acheter des licences, des vehicules, des armes, des medicaments et d'autres articles! Notez que vous ne pouvez pas transporter plus de $ 999 999.",
STRS_inventar_geld,Vous ne pouvez pas utiliser l'argent sivous achetez deja quelque chose,
STRS_inv_item_defuser,Desamorceur,
STRS_inv_item_defuser_info,Avec cet appareil, vous pouvez desamorcer charges et des Mines Satchel..,
STRS_inv_items_defuser_success,Bombe desamorcer.,
STRS_inv_items_defuser_failed,Vous avez fait une erreur lors de desamorçage de la bombe et elle a exploser ...,
STRS_inv_items_defuser_nobomb,Pas de bombe a desamorcer.,
STRS_inv_item_OilBarrel,Plein de petrole,
STRS_inv_item_lighter,Briquet,
STRS_inv_item_lighter_info,hmmm Quesque sa fais si je met le briquet dans le reservoir d'une voiture ???,
STRS_inv_item_repairkit,Kit de Reparation,
STRS_inv_item_repairkit_info,Pour reparer un vehicule vous devez etre le conducteur.,
STRS_inv_item_fuelcut,Cutter,
STRS_inv_item_fuelcut_info,Utiliser pour couper la durite d'essence.,
STRS_inv_item_kanister,Jeerycan,
STRS_inv_item_kanister_info,utilisez le pour faire le plein,
STRS_inv_items_ignite_ignite,Le carburant est en feu !!! FUYER AVANT QUE LE VEHICULE EXPLOSE !!!,
STRS_inv_items_repair_refuel_wrongkit,Cet objet ne peux pas etre utiliser sur les vehicule de grande taille.,
STRS_inv_items_repair_refuel_notincar,Pas dans un vehicule,
STRS_inv_items_ignite_ignite_notincar,Pas dans un vehicule,
STRS_inv_items_repair_refuel_notdriver,Vous n'etes pas le conducteur.,
STRS_inv_items_repair_notneeded,Votre vehicule n'est pas endommage,
STRS_inv_items_repair_repaired,Vous reparer un vehicule,
STRS_inv_items_empty_notneeded,Votre vehicule est deja a sec,
STRS_inv_items_empty_refueled,Vous avez vider le carburant,
STRS_inv_items_refuel_notneeded,Le reservoire est deja plein,
STRS_inv_items_refuel_refueled,Vous ravitailler votre vehicule,
STRS_inventar_repair_repaired,Vous reparer ce vehicule.,
STRS_inv_items_repair_wrongvcl,Vous ne pouvez pas reparer ce vehicule.,
STRS_inv_item_medikit,Medickit,
STRS_inv_item_medikit_info,Le medickit vous permez de vous soigner.,
STRS_inv_items_medikit_nichtverletzt,Vous n'etes pas blesser.,
STRS_inv_items_medikit_benutzung,Attendez cinq secondes jusqu'a ce que vous soyez gueri.,
STRS_inv_items_medikit_fertig,Vous etes soigne a nouveau.,
STRS_inv_item_schluesselbund,Porte-clefs,
STRS_inv_item_schluesselb_info,Sur ce porte-clés il ya des touches pour tous les vehicules que vous possedez. En utilisant cet objet va ouvrir une boite de dialogue ou vous pouvez choisir le vehicule que vous voulez verrouiller / deverrouiller,
STRS_inv_items_vehiclelock_closer,Vous devez vous rapprocher de votre voiture!,
STRS_inv_items_vehiclelock_locked,Verrouillage du vehicule..,
STRS_inv_items_vehiclelock_unlocked,Deverrouillage du vehicule..,
STRS_inv_items_uebergabe_schluessel_success_self,Vous avez donner une copie des clés au joueurs selectionner.,
STRS_inv_items_uebergabe_schluessel_success,Vous avez la clé d'un autre joueur. La clé est maintenant sur votre porte-clefs.,
STRS_inv_items_weggeworfen,Vous avez laisser tomber l'objet.,
STRS_inv_item_nitro,Nitro,
STRS_inv_item_nitro_info,Vitesse de reglage pour les vehicules. Utilisez cette amelioration dans un vehicule pour installer le nitro. Appuyez et maintenez la touche Maj pour utiliser la nitro.,
STRS_inv_item_supgrade_info,Utilisez cette mise a jour dans un vehicule a augmenter en permanence sa vitesse. Vous devez etre ingenieur pour installer la mise a niveau. Mises a niveau ne se cumulent pas.,
STRS_inv_item_ziptie_info,Les menottes peuvent etre utiliser pour retenir des otages.,
STRS_inv_items_speed_no,Vous ne pouvez pas tuner cette voiture!,
STRS_inv_items_speed_car,Vous n'etes pas dans un vehicule.,
STRS_inv_items_speed_tuned,Vous avez tuner de cette voiture! Utilisez l'action 'Speed' dans que la voiture accelere.,
STRS_inv_items_speed_nodriver,Vous n'etes pas le conducteur.,
STRS_inv_items_speed_notmoving,Le vehicule n'est pas en mouvement.,
STRS_inv_items_speed_nocar,Vous n'etes pas dans un vehicule!,
STRS_inv_items_speed_nitroenabled,Nitro ajouter,
STRS_inv_items_speed_action,Boutton Nitro,
STRS_inv_item_waffentascbe,Sac d'arme,
STRS_inv_item_waffentascbe_info,Avec cet objets vous pouvez supprimer les armes qui sont au sol,
STRS_inv_items_weapondeleted,%1 arme supprimer (Champ d'action 5m).,
STRS_inv_items_itemdeleted,%1 objet supprimer (Champ d'action 10m).,
STRS_inv_items_weaponcargocleared,Arme effacer!,
STRS_inv_item_waffe,Arme,
STRS_inv_item_waffe_info,Votre arme est dans son etui et dans votre inventaire,
STRS_inv_item_waffe_noholster,Vous ne pouvez pas holster/unholster une arme maintenant,
STRS_inv_item_waffe_noweapon,Aucune arme a cacher.,
STRS_inv_item_waffe_weaponHidden,Arme cacher dans l'inventaire. Vous pouvez unholster en utilisant votre inventaire,
STRS_inv_item_waffe_weaponHiddenAlready,Arme cacher dans l'inventaire,
STRS_inv_item_waffe_weaponTakenout,Arme degainer. Soyez prudent. Vous pourriez avoir besoin d'appuyer sur F pour le selectionner.,
STRS_inv_items_ressources,Les ressources peuvent pas etre utilises. Vous devez les deposer dans les usines.,
STRS_inv_item_seil,Corde,
STRS_inv_item_seil_info,Cet article ne peut etre utiliser que dans les helicopteres. Avec cet article, il est possible de fixer un vehicule a l'helicoptere.,
STRS_inv_item_seil_notinheli,Vous n'etes pas dans un helico.,
STRS_inv_item_seil_notcloseenough,Vous n'etes pas asser pres d'un vehicule.,
STRS_inv_item_seil_closetoground,Vous etes trop pres du sol.,
STRS_inv_item_seil_action_release,Lacher vehicule,
STRS_inv_item_seil_action_released,Vehicule deposer.,
STRS_inv_item_cocaine,Cocaine,
STRS_inv_item_marihuana,Weed,
STRS_inv_item_lsd,LSD,
STRS_inv_item_heroin,Heroine,
STRS_inv_item_alkohol_info,Buver et vous serer Bourrer :),
STRS_inv_item_beer,Biere,
STRS_inv_item_vodka,Vodka,
STRS_inv_item_smirnoff,smirnoff ICE,
STRS_inv_item_wiskey,whisky,
STRS_inv_item_wine,vin,
STRS_addAction_drugdealerbust," ""Aretter un dealer""",
STRS_drugdealer_busted_more_money,"Vous avez une paie supplementaire de 10.000 $, etant donner que certains flic ont tuer le drugdealer",
STRS_drugdealer_busted,Le dealer a ete arreter!,
STRS_drugdealer_destroyedorbusted,Le dealer a ete aretter ou tuer !,
STRS_inv_item_drogen_info,La drogue c'est mal,
STRS_inv_item_druguse_toomany,Vous ne pouvez pas utiliser plusieurs drogues en meme temps.,
STRS_inv_item_druguse_ende,Les effets de la drogue diminue.,
STRS_inv_item_roadblock,Petit barrage,
STRS_inv_item_roadblock_info,"Un barrage routier. Pour le placer, appuyez utilisation. Pour l'enlever, marcher jusqu'a lui et selectionnez l'action correspondante.",
STRS_inv_item_bargate_info,"Un Gate Bar. Pour le placer, appuyez utilisation. Pour l'enlever, marcher jusqu'a lui et selectionnez l'action correspondante. Il peut egalement etre ouverte et fermer par l'intermediaire du menu d'actions.",
STRS_inv_item_concretebarriershort_info,Grand et petit muret de beton,
STRS_inv_item_concretebarrierlong_info,Grand et long mur de beton,
STRS_inv_item_spikestrip_info,"Une herce. Pour le placer, appuyez utilisation. Pour l'enlever, marcher jusqu'a lui et selectionnez l'action correspondante. Il peut egalement etre ouvert et fermer par le menu d'action",
STRS_inv_item_stopsign_info,"Un panneau d'arret. Pour le placer, appuyez utilisation. Pour l'enlever, marcher jusqu'a lui et selectionnez l'action correspondante. Il peut egalement etre ouvert et fermer par le menu d'action.",
STRS_inv_item_BigbagfenceCorner_info,"Un mur de sacs de sable (coin). Pour le placer, appuyez utilisation. Pour l'enlever, marcher jusqu'a lui et selectionnez l'action correspondante. Il peut egalement etre ouvert et fermer par le menu d'action..",
STRS_inv_item_bigbagfence_info,"A Sandbag Wall. To place it, press use. To remove it, walk up to it and select the corresponding action. It can also be opened and closed via the action menu.",
STRS_inv_item_bigbagfenceRound_info,"A Sandbag Wall (round). To place it, press use. To remove it, walk up to it and select the corresponding action. It can also be opened and closed via the action menu.",
STRS_inv_item_bunkersmall_info,"A Bunker. To place it, press use. To remove it, walk up to it and select the corresponding action. It can also be opened and closed via the action menu.",
STRS_inv_item_danger_info,"A Danger sign. To place it, press use. To remove it, walk up to it and select the corresponding action. It can also be opened and closed via the action menu.",
STRS_inv_item_land_ladder_half_info,"A ladder to climb into buildings. To place it, press use. To remove it, walk up to it and select the corresponding action.",
STRS_inv_item_roadcone_info," Road Cone. To place it, go into your inventory and press use, to pick it up hover over it.",
STRS_inv_item_factory_info,"Factory. Go  into inventory and press use to place it, to pick it up hover over it.",
STRS_inv_item_officebuilding_info,"Immeuble de bureaux. Allez dans l'inventaire et appuyez sur l'utilisation de l'article, pour ramasser planer sur l'element
STRS_inv_item_barrack_info,"Barrack. Allez dans votre inventaire et appuyez sur l'utilisation de l'objet a placer, a ramasser planer sur l'element..",
STRS_inv_item_smallhouse_info,"Petite Maison. Allez dans votre inventaire et appuyez sur l'utilisation de l'objet a placer, a ramasser en vol stationnaire au-dessus.",
STRS_inv_item_sperre_nomoney,Vous ne pouvez pas faire ce barrage.,
STRS_inv_item_sperre_built,Vous avez construit un barrage,
STRS_inv_item_sperre_moved,S'il vous plait attendre quelques secondes pour que le barrage a etre deplace.,
STRS_inv_item_sperre_invcl,Vous ne pouvez pas placer un barrage de l'interieur d'un vehicule.,
STRS_inv_item_sperre_hiernicht,Vous ne pouvez pas placer l'objet dans ce domaine.,
STRS_inv_item_handy,Iphone 57s,
STRS_inv_item_handy_info,L'utilisation d'un telephone mobile, vous pouvez envoyer des messages prives d'autres joueurs. Lorsque vous l'utilisez,
STRS_inv_item_handy_keingeld,Vous ne pouvez pas envoyer de SMS.,
STRS_inv_item_handy_gesendet,Vous avez envoyer un SMS a %1.,
STRS_inv_item_handy_nachricht,%2 vous a envoyer un SMS: %1,
STRS_inv_item_handy_nichterreicht,%1 vous n'aver pas de telephone.,
STRS_inv_item_handy_leermsg,Vous ne pouvez envoyer un sms vide.,
STRS_inv_item_handy_noplayer,Le joueur selectionner n'est plus en jeu.,
STRS_inv_item_handy_text_zu_lang,Le message est trop long.,
STRS_inv_item_Weapons,Container full of eastern weapons,
STRS_inv_item_vclammo,Munition de vehicule,
STRS_inv_item_vclammo_info,Munitions pour armes fixes sur les vehicules. Utilisez une telle boite dans les vehicules pour remplir les munitions du vehicule.,
STRS_inv_item_vclammo_nomg,Ce vehicule n'a pas une arme qui peut etre rearmer.,
STRS_inv_item_vclammo_rearmed,Vous rearmer le vehicule.,
STRS_inv_item_vclammo_novehicle,Vous n'etes pas dans le vehicule .,
STRS_inv_item_objs,Objet,
STRS_inv_item_objs_info,Utilisez cet objet pour frayer il.,
STRS_inv_item_obj_take,Supprimer objet,
STRS_inv_item_obj_packed,Vous avez pris cet objet.,
STRS_inv_item_obj_invcl,Vous ne pouvez pas placer l'objet tout en etant dans un vehicule.,
STRS_inv_item_obj_hiernicht,Vous ne pouvez pas placer cet objet ici.,
STRS_inv_item_obj_bauen,L'objet sapwn dans cinq seconde,
STRS_inv_item_obj_toomany,Vous avez deja placer trop objets.,
STRS_inv_item_obj_cantpack,Vous ne pouvez pas supprimer cet objet! Verifiez votre poids?,
STRS_inv_item_fernbombe,Telecommander la voiture pieger,
STRS_inv_item_fernbombe_info,A Car-Bomb. It explodes when you use the remote control.\n\nTo plant the bomb; get in the car,
STRS_inv_item_zeitbombe,Voiture pieger avec timer,
STRS_inv_item_zeitbombe_info,A Car-Bomb. It explodes when the timer reaches 0.\n\nTo plant the bomb,
STRS_inv_item_enginebombe,Allumer la voiture pieger,
STRS_inv_item_enginebombe_info,"A Car-Bomb. It explodes if the car this bomb is attached to starts the engine.\n\nTo plant the bomb, get in the car, open the inventory, choose the bomb and press >use<. The Bomb is now activated! Other player in the car will be noticed when you place a bomb. To deactivate the bomb, just use the entry from your action menu, you will get the bomb back in your inventory.",
STRS_inv_item_fernzuender,Bombe telecommande,
STRS_inv_item_zuender_info,Use it to blow the bomb connected with this control up. Drop it to deactivate the bomb.,
STRS_inv_item_speedbombe,Voiture-bombe avec l'activation de la vitesse,
STRS_inv_item_speedbombe_info,"A Car-Bomb. It activates when the player drives faster than the speed you selected, and will explode when he drives slower.\n\nTo plant the bomb, get in the car, open the inventory, choose the bomb and press >use<. In the following dialogue you can configure the bomb! Other player in the car will be noticed when you place a bomb. To deactivate the bomb, just use the entry from your actionmenu, you will get the bomb back in your inventory.",
STRS_inv_item_vehiclebomb_action_deactivate,Desactiver la bombe,
STRS_inv_item_vehiclebomb_action_changetimer,Changer le timer,
STRS_inv_item_vehiclebomb_timebombconfig_sec,%1 sec,
STRS_inv_item_vehiclebomb_speedbombconfig_kmh,%1 kph,
STRS_inv_item_vehiclebomb_notinvehicle,Vous devez etre dans un vehicule a utiliser la voiture pieger,
STRS_inv_item_vehiclebomb_legen_gesehen, Vous avez vu %1 Planter une bombe sur un vehicul!,
STRS_inv_item_vehiclebomb_notexist,La bombe n'existe pas.,
STRS_inv_item_vehiclebomb_changed,Temps restant fixer a %1 seconds.,
STRS_inv_item_vehiclebomb_defused,Bombe desamorcer.,
STRS_inv_item_vehiclebomb_changetimer,Changer Timer,
STRS_inv_item_vehiclebomb_sec,%1 seconde,
STRS_inv_item_vehiclebomb_deactivated,Bombe desactiver!,
STRS_inv_item_vehiclebomb_speedbomb_activated,Mefiez-vous,
STRS_inv_item_vehiclebomb_planted,Vous avez planter une bombe (ID: %1).,
STRS_inv_item_Bottled_water,eau,
STRS_inv_item_drink_info,Dans vos statistiques vous pouvez voir comment la soif vous etes,
STRS_inv_item_Bread,pain,
STRS_inv_item_fisch,Poisson,
STRS_inv_item_getreide,Ble,
STRS_inv_item_nahrung_info,Dans vos statistiques vous pouvez voir comment vous etes affamer. Avec cela, vous pouvez vous satisfaire la faim. Juste choisissez combien vous voulez manger et appuyez sur> utilisation <. Si vous atteignez une faim de 100, vous allez mourir!
STRS_inv_item_nahrung_gegessen,Votre faim est maintenant a : %1/100.,
STRS_inv_item_nahrung_verhungern,Tu as la dale.,
STRS_inv_item_drink_verthirstn,Tu as soif.,
STRS_inv_item_drink_gegessen,Votre soif est maintenant a %1/100 .,
STRS_inv_item_selbstmordbombe,Bombe Kamikaze,
STRS_inv_item_selbstmordbombe_info,Lorsque vous utilisez cet article,
STRS_inv_item_selbstmordbombe_globalmsg,Allah Hu Akbar!,
STRS_bank_rob_titlemsg,!! ATTENTION !! Braquage de Banque en cours. Tout Civil present sur les lieux seras ARRETER !! ATTENTION !!,
STRS_bank_rob_lostnomoney,grace a votre assurance banquaire vous n'avais pas perdu d'argents.,
STRS_bank_rob_somemoneylost,La banque a ete voler. Vous avez perdu $%1 et vous avez $%2 dans votre compte bancaire.,
STRS_death_somemoneylost,Vous etes mort.,
STRS_bank_rob_allmoneylost,La banque a ete voler. Vous avez perdu tout l'argent sur votre compte!,
STRS_bank_rob_success,Vous avez braquer la banque ! Echapper vous avant que les flics vous attrape
STRS_bank_mafia_success,Vous avez confisquer tout l'argent.,
STRS_bank_rob_nosuccess,Vous etes parti trop tot ! Vous ne toucher rien !,
STRS_bank_rob_info,Vous decider de voler la banque rester jusqu'a que vous recever l'argent et FUYER!,
STRS_bank_rob_noweapon,Vous ne pouvez pas voler la banque sans etre armer.,
STRS_bank_rob_no,Vous ne pouvez pas voler la banque pour l'instant.,
STRS_bank_dialog_inventargeld,L'argent dans votre inventaire: $%1,
STRS_bank_dialoge_accountgeld,L'argent dans votre compte: $%1,
STRS_bank_dialoge_tax,Incl. Taxes:,
STRS_bank_dialoge_robbsperre,Vous avez voler la banque il n'y a quelques minutes. Vous ne pouvez pas utiliser l'argent %1 minutes aprer l'avoir voler.,
STRS_bank_no_money,Vous n'avez pas assez d'argent sur votre compte.,
STRS_bank_deposit_other_no,Vous n'avez pas assez d'argent sur votre compte.,
STRS_bank_deposit_self_no,Vous n'avez pas assez d'argent sur votre compte pour transferer $%1 sur le compte desirer.,
STRS_bank_deposit_other_no2,vous n'avez pas assez d'argent sur votre compte pour transferer $%1 au compte desirer. N'oublier pas que vous devez avoir asser d'argent pour payer la taxe de transfere de %2 Pourcent.,
STRS_bank_account_getmoney,Vous obtener $%1 de %2 sur votre compte banquaire.,
STRS_bank_deposit_yes,$%1 transferer avec succes au compte desirer. S'il vous plait noter que vous deviez payer %2 pourcent de taxe de transfere. Vous payer donc $%3.,
STRS_bank_deposit_self_yes,$%1 transferer a votre compte.,
STRS_bank_withdraw_yes,$%1 retirer avec succes.,
STRS_bank_zinsen,"Vous obtener %2 Pourcent d'extra dans votre compte banquaire: $%1 .",
STRS_bank_no_valid_number,La valeur n'est pas un nombre valide.,
STRS_bank_player_not_ingame,Error: Le joueur n'est pas en jeu.,
STRS_bank_hints_account_balance,Vous avez %1$ Sur votre compte banquaire.,
STRS_bank_addaction_robb,Braquer la banque,
STRS_bank_addaction_dialog,Menu Bancaire,
STRS_bank_addaction_balance,Solde du compte,
STRD_bank_description_title,Banque,
STRD_bank_description_deposit_transfer,Deposer/transferer,
STRD_bank_description_selectplayer,Selectionnez le Joueur:,
STRD_bank_description_steuern,Incl. Taxes:,
STRD_bank_description_bank_withdraw,Retirer,
